市区町村名,大字・丁目名,小字・通称名,緯度,経度
京都市西京区,桂畑ケ田町,,34.992689,135.703227
福知山市,字中,,35.311787,135.128379
舞鶴市,字寺内,,35.449612,135.324718
綾部市,味方町,宮ノ前,35.303349,135.270295
宇治市,小倉町,南堀池,34.894491,135.777401
宮津市,字石浦,,35.499471,135.284544
亀岡市,吉川町吉田,段ノ坪,35.017625,135.543668
城陽市,長池,北裏,34.841888,135.791448
向日市,森本町,石田,34.947096,135.711646
長岡京市,奥海印寺,片山田,34.922009,135.672191
八幡市,八幡平田,,34.876178,135.704695
京田辺市,水取稲葉,,34.789375,135.75195
京丹後市,峰山町杉谷,,35.624829,135.059967
南丹市,園部町新町,,35.109549,135.478484
木津川市,加茂町西小,峰畑,34.722396,135.866416
大阪市都島区,都島中通二丁目,,34.703726,135.531058
大阪市福島区,野田五丁目,,34.685091,135.473066
大阪市此花区,西九条三丁目,,34.683866,135.466387
大阪市西区,九条三丁目,,34.677428,135.471112
大阪市港区,海岸通四丁目,,34.646978,135.448059
大阪市大正区,鶴町三丁目,,34.640548,135.454012
大阪市天王寺区,清水谷町,,34.673544,135.522776
大阪市浪速区,幸町二丁目,,34.669318,135.487868
大阪市西淀川区,御幣島五丁目,,34.722482,135.456264
大阪市東淀川区,北江口一丁目,,34.757704,135.5435
大阪市東成区,神路三丁目,,34.670623,135.553091
大阪市生野区,林寺五丁目,,34.644557,135.536952
大阪市旭区,新森三丁目,,34.718977,135.555337
大阪市城東区,東中浜一丁目,,34.688128,135.545753
大阪市阿倍野区,文の里二丁目,,34.635976,135.51973
大阪市住吉区,清水丘二丁目,,34.600802,135.49302
大阪市東住吉区,照ケ丘矢田二丁目,,34.606023,135.537098
大阪市西成区,岸里東一丁目,,34.631947,135.497376
大阪市淀川区,三津屋北一丁目,,34.730094,135.472457
大阪市鶴見区,茨田大宮一丁目,,34.711586,135.588827
大阪市住之江区,平林南二丁目,,34.610301,135.458804
大阪市平野区,長吉長原三丁目,,34.603458,135.570171
大阪市北区,曾根崎新地一丁目,,34.698148,135.497556
大阪市中央区,島之内一丁目,,34.674393,135.510632
堺市堺区,戎島町二丁,,34.581173,135.472205
堺市中区,毛穴町,,34.53177,135.473426
堺市東区,丈六,,34.530173,135.541932
堺市西区,草部,,34.520715,135.463533
堺市南区,泉田中,,34.472494,135.508033
堺市北区,北花田町二丁,,34.579623,135.518911
堺市美原区,南余部,,34.535519,135.549063
岸和田市,内畑町,,34.416689,135.435032
豊中市,上野西一丁目,,34.794678,135.471713
池田市,伏尾台二丁目,,34.863017,135.438934
吹田市,泉町二丁目,,34.759539,135.513669
泉大津市,助松団地,,34.511152,135.42934
高槻市,藤の里町,,34.845265,135.631675
貝塚市,三ツ松,,34.415023,135.383132
守口市,大日町二丁目,,34.753422,135.577243
枚方市,三栗一丁目,,34.8349,135.658487
茨木市,大字大門寺,,34.869096,135.552666
八尾市,郡川六丁目,,34.620424,135.643536
泉佐野市,土丸,,34.371219,135.354638
富田林市,大字彼方,,34.475252,135.596112
寝屋川市,葛原一丁目,,34.775373,135.607981
河内長野市,美加の台二丁目,,34.428483,135.583137
松原市,河合三丁目,,34.566562,135.544816
大東市,赤井二丁目,,34.70894,135.616922
和泉市,平井町,,34.437798,135.480962
箕面市,粟生間谷西五丁目,,34.847848,135.506835
柏原市,大字雁多尾畑,,34.581799,135.644651
羽曳野市,南恵我之荘一丁目,,34.572262,135.575077
門真市,月出町,,34.743606,135.585968
摂津市,千里丘東五丁目,,34.78471,135.549583
高石市,綾園二丁目,,34.518173,135.439767
藤井寺市,岡二丁目,,34.573954,135.594473
東大阪市,東豊浦町,,34.67441,135.673685
泉南市,りんくう南浜,,34.382991,135.267192
四條畷市,岡山東一丁目,,34.744759,135.644871
交野市,私市四丁目,,34.769768,135.683585
大阪狭山市,山本東,,34.51096,135.539296
阪南市,淡輪,,34.331985,135.191276
神戸市東灘区,渦森台三丁目,,34.739875,135.248915
神戸市灘区,福住通四丁目,,34.714081,135.221524
神戸市兵庫区,大開通八丁目,,34.670454,135.161023
神戸市長田区,長田天神町二丁目,,34.681339,135.148469
神戸市須磨区,友が丘八丁目,,34.669683,135.095833
神戸市垂水区,桃山台四丁目,,34.656533,135.0799
神戸市北区,有野町唐櫃,,34.785641,135.205366
神戸市中央区,筒井町二丁目,,34.702231,135.209259
神戸市西区,押部谷町高和,,34.737355,135.0108
姫路市,林田町松山,,34.938854,134.580995
尼崎市,武庫之荘九丁目,,34.768586,135.387209
明石市,大久保町江井島,,34.67514,134.918852
西宮市,苦楽園二番町,,34.760878,135.313618
洲本市,中川原町三木田,,34.362306,134.876667
芦屋市,劔谷,,34.758878,135.305075
伊丹市,池尻六丁目,,34.779447,135.379944
相生市,山手一丁目,,34.819209,134.474561
豊岡市,香住,,35.520397,134.85387
加古川市,平岡町一色,,34.740001,134.859412
赤穂市,元禄橋町,,34.736553,134.405534
西脇市,和田町,,34.979686,134.965264
宝塚市,大原野,南向,34.901708,135.305436
三木市,加佐,,34.80961,134.982602
高砂市,阿弥陀町阿弥陀,,34.791768,134.780258
川西市,水明台二丁目,,34.875943,135.397901
小野市,樫山町,,34.81482,134.935978
三田市,末,,34.937303,135.217024
加西市,東笠原町,,34.876517,134.855956
丹波篠山市,後川上,,35.025501,135.314688
養父市,八鹿町宿南,,35.438781,134.775513
丹波市,市島町白毫寺,,35.193365,135.098314
南あわじ市,賀集八幡北,,34.279557,134.738959
朝来市,和田山町土田,関切,35.349665,134.840196
淡路市,中田,,34.435576,134.886221
宍粟市,山崎町下町,,35.026016,134.536445
加東市,野村,,34.915799,134.937205
たつの市,誉田町福田,,34.84396,134.571749
奈良市,五条町,,34.674025,135.791754
大和高田市,大字根成柿,,34.483174,135.758857
大和郡山市,田中町,,34.637847,135.771268
天理市,永原町,,34.579655,135.826723
橿原市,南浦町,,34.497883,135.822987
桜井市,大字高田,,34.492223,135.846969
五條市,火打町,,34.322304,135.670118
御所市,大字東佐味,,34.401883,135.717133
生駒市,小瀬町,,34.66913,135.710149
香芝市,尼寺二丁目,,34.573587,135.700406
葛城市,北道穗,,34.497921,135.723145
宇陀市,榛原内牧,,34.49355,136.000119
和歌山市,木ノ本,,34.264063,135.132081
海南市,下津町黒田,,34.124448,135.159371
橋本市,上田,,34.316424,135.627344
有田市,箕島,,34.084713,135.118318
御坊市,藤田町吉田,,33.905137,135.172514
田辺市,湊,,33.731306,135.381277
新宮市,新宮,,33.705315,135.988333
紀の川市,枇杷谷,,34.290293,135.353594
岩出市,畑毛,,34.260858,135.298959
鳥取市,滝山,,35.494183,134.261504
米子市,和田町,,35.481758,133.276019
倉吉市,駄経寺町二丁目,,35.429004,133.838924
境港市,朝日町,,35.546618,133.234844
松江市,大正町,,35.462444,133.063408
浜田市,三隅町岡見,,34.772058,131.912699
出雲市,東福町,,35.451574,132.810838
益田市,中吉田町,,34.685869,131.841648
大田市,久手町波根西,,35.22883,132.511834
安来市,飯梨町,,35.391875,133.203034
江津市,嘉久志町,,35.003162,132.210357
雲南市,大東町飯田,,35.322388,132.957187
岡山市北区,立田,,34.67998,133.831298
岡山市中区,江崎,,34.628544,133.962248
岡山市東区,瀬戸町観音寺,,34.723163,134.01153
岡山市南区,西七区,,34.550867,133.8898
倉敷市,真備町市場,,34.648457,133.696681
津山市,茅町,,35.060912,133.987737
玉野市,長尾,,34.493721,133.883088
笠岡市,神島外浦,,34.452059,133.511155
井原市,笹賀町,,34.595566,133.452854
総社市,久代,,34.689004,133.682811
高梁市,落合町阿部,,34.779965,133.592727
新見市,高尾,,34.989605,133.465705
備前市,穂浪,,34.730975,134.241685
赤磐市,穂崎,,34.729007,134.007289
真庭市,勝山,,35.082795,133.691336
美作市,入田,,35.002071,134.143121
浅口市,鴨方町小坂西,,34.546306,133.560271
広島市中区,田中町,,34.389171,132.465046
広島市東区,牛田新町三丁目,,34.426054,132.47501
広島市南区,仁保新町二丁目,,34.375859,132.493472
広島市西区,三滝本町一丁目,,34.415205,132.445359
広島市安佐南区,相田七丁目,,34.461782,132.439506
広島市安佐北区,可部三丁目,,34.519418,132.512938
広島市安芸区,上瀬野町,,34.432183,132.639837
広島市佐伯区,美鈴が丘東三丁目,,34.396455,132.387574
呉市,音戸町早瀬一丁目,,34.15546,132.494751
竹原市,吉名町,,34.32011,132.870159
三原市,沼田西町惣定,,34.37996,132.991674
尾道市,因島田熊町,,34.29905,133.176272
福山市,藤江町,,34.41646,133.291965
三次市,向江田町,,34.786735,132.913253
庄原市,西城町大佐,,34.933141,133.119279
大竹市,元町二丁目,,34.206391,132.214101
東広島市,八本松町吉川,,34.39219,132.673185
廿日市市,宮島町,下中西町,34.294808,132.318755
安芸高田市,吉田町多治比,,34.677884,132.682961
江田島市,大柿町柿浦,,34.182986,132.46647
下関市,大字蒲生野,,34.042724,130.936284
宇部市,大字西岐波,,33.949091,131.293043
山口市,下小鯖,,34.137916,131.513602
萩市,大字椿東,,34.431576,131.418811
防府市,大字高井,,34.064029,131.553768
下松市,大字来巻,,34.026506,131.921682
岩国市,大谷,,34.161856,132.142363
光市,上島田四丁目,,33.992793,131.962657
長門市,深川湯本,,34.324265,131.176696
柳井市,余田,,33.963431,132.075214
美祢市,秋芳町嘉万,,34.301807,131.261927
周南市,児玉町二丁目,,34.055656,131.80881
山陽小野田市,大字東高泊,,34.010851,131.197373
徳島市,上八万町,西山,34.03136,134.491982
鳴門市,鳴門町高島,南,34.20262,134.594551
小松島市,小松島町,北浜,34.015132,134.589492
阿南市,那賀川町上福井,橋本,33.947661,134.663279
吉野川市,鴨島町飯尾,,34.061649,134.354625
美馬市,脇町,井口,34.06418,134.10436
三好市,池田町ウヱノ,,34.029884,133.801537
高松市,香南町由佐,,34.214542,134.013075
丸亀市,綾歌町富熊,,34.255816,133.893593
坂出市,林田町,,34.335966,133.881726
善通寺市,金蔵寺町,,34.255117,133.780837
観音寺市,豊浜町和田浜,,34.076132,133.637171
さぬき市,寒川町石田東,,34.259346,134.216304
東かがわ市,引田,,34.227502,134.402944
三豊市,高瀬町比地,,34.183274,133.684818
松山市,小栗一丁目,,33.827872,132.762271
今治市,高部,,34.103249,132.977351
宇和島市,津島町塩定,,33.059973,132.490299
八幡浜市,向灘,,33.460152,132.411097
新居浜市,船木,,33.943226,133.343414
西条市,下島山甲,,33.924935,133.214087
大洲市,八多喜町,,33.563514,132.540753
伊予市,上野,,33.774831,132.747263
四国中央市,中曽根町,,33.969792,133.541292
西予市,三瓶町安土,,33.377491,132.422548
東温市,樋口,,33.808406,132.886878
高知市,春野町西畑,,33.484253,133.466562
室戸市,浮津三番町,,33.294707,134.143532
安芸市,川北甲,,33.505498,133.92444
南国市,岡豊町常通寺島,,33.588498,133.623154
土佐市,蓮池,,33.495515,133.399541
須崎市,押岡,,33.403719,133.313032
宿毛市,和田,,32.944714,132.741159
土佐清水市,松尾,,32.730825,132.967852
四万十市,鍋島,,32.964417,132.976001
香南市,野市町西佐古,,33.592957,133.703972
香美市,土佐山田町山田,,33.603503,133.697075
北九州市門司区,畑田町,,33.951237,130.973333
北九州市若松区,二島四丁目,,33.89518,130.742452
北九州市戸畑区,西大谷二丁目,,33.878605,130.824667
北九州市小倉北区,神岳二丁目,,33.872315,130.892955
北九州市小倉南区,長行東二丁目,,33.819788,130.861349
北九州市八幡東区,大谷二丁目,,33.859469,130.807907
北九州市八幡西区,大字野面,,33.779872,130.747415
福岡市東区,三苫七丁目,,33.707144,130.42024
福岡市博多区,板付五丁目,,33.56187,130.454641
福岡市中央区,平和三丁目,,33.568452,130.397189
福岡市南区,弥永二丁目,,33.524289,130.428291
福岡市西区,城の原団地,,33.574834,130.30822
福岡市城南区,樋井川六丁目,,33.540366,130.384155
福岡市早良区,大字脇山,,33.477786,130.351673
大牟田市,大字櫟野,,33.015165,130.49309
久留米市,高良内町,,33.295514,130.563568
直方市,大字頓野,,33.748818,130.760191
飯塚市,津島,,33.670379,130.683758
田川市,大字夏吉,,33.661621,130.82469
柳川市,吉原,,33.159614,130.378561
八女市,柳瀬,,33.193429,130.564738
筑後市,大字久富,,33.216055,130.493853
大川市,大字紅粉屋,,33.179686,130.359881
行橋市,大字今井,,33.730245,131.008199
豊前市,大字岸井,,33.592545,131.139404
中間市,七重町,,33.805017,130.723364
小郡市,大板井,,33.40439,130.562095
筑紫野市,原田六丁目,,33.450962,130.541672
春日市,紅葉ヶ丘西七丁目,,33.522991,130.454615
大野城市,大城二丁目,,33.538447,130.498676
宗像市,光岡,,33.786151,130.55375
太宰府市,連歌屋一丁目,,33.520259,130.530128
古賀市,薦野,,33.736267,130.535291
福津市,手光,,33.778904,130.499096
宮若市,鶴田,,33.726843,130.691301
嘉麻市,下山田,,33.56778,130.757547
朝倉市,桑原,,33.389667,130.675816
みやま市,高田町黒崎開,,33.088134,130.446869
糸島市,志摩小富士,,33.562977,130.158726
那珂川市,西隈四丁目,,33.495308,130.416765
佐賀市,川副町大字犬井道,,33.188743,130.312199
唐津市,神田,,33.432192,129.953327
鳥栖市,蔵上二丁目,,33.375003,130.497476
多久市,南多久町大字長尾,,33.279462,130.113083
伊万里市,大坪町乙,,33.267798,129.904451
武雄市,武雄町大字武雄,,33.191591,130.019874
鹿島市,大字中村,,33.118943,130.097314
小城市,芦刈町永田,,33.207054,130.215384
嬉野市,嬉野町大字下宿,乙,33.098176,129.9843
神埼市,神埼町田道ヶ里,,33.315184,130.378701
長崎市,国分町,,32.725903,129.859203
佐世保市,天神三丁目,,33.147296,129.743896
島原市,緑町,,32.768236,130.365019
諫早市,川床町,,32.819249,130.077231
大村市,三城町,,32.918135,129.968171
平戸市,川内町,,33.329202,129.520967
松浦市,調川町,下免,33.356586,129.731623
対馬市,厳原町桟原,,34.217055,129.285361
壱岐市,郷ノ浦町郷ノ浦,,33.745423,129.688395
五島市,堤町,,32.665897,128.820106
西海市,大島町,馬込西,33.038829,129.620337
雲仙市,小浜町南本町,,32.721732,130.209234
南島原市,口之津町甲,,32.602086,130.188043
熊本市中央区,魚屋町一丁目,,32.795064,130.698954
熊本市東区,戸島町,,32.819201,130.812077
熊本市西区,上松尾町,,32.798907,130.629267
熊本市南区,奥古閑町,,32.734198,130.636864
熊本市北区,植木町舞尾,,32.897822,130.684685
八代市,西宮町,,32.502172,130.631609
人吉市,東間上町,,32.195979,130.771354
荒尾市,本井手,,32.994472,130.469693
水俣市,古城一丁目,,32.209534,130.415046
玉名市,岱明町下前原,,32.929862,130.527954
山鹿市,山鹿,,33.012075,130.689392
菊池市,片角,,32.975948,130.818619
宇土市,岩古曽町,,32.693646,130.674785
宇城市,松橋町曲野,,32.655302,130.701913
阿蘇市,竹原,,32.940414,131.090799
天草市,牛深町,,32.200872,130.028161
合志市,須屋,,32.858144,130.741051
大分市,大字神崎,,33.251828,131.547837
別府市,大所,,33.350886,131.461853
中津市,大字是則,,33.587495,131.23277
日田市,大字山田,,33.35312,130.92235
佐伯市,大字鶴望,,32.963384,131.882194
臼杵市,大字諏訪,,33.13413,131.791674
津久見市,大字上青江,,33.079601,131.826014
竹田市,大字竹田,,32.960817,131.388107
豊後高田市,森,,33.545904,131.466458
杵築市,大字八坂,,33.410957,131.575793
宇佐市,大字金屋,,33.556348,131.372571
豊後大野市,三重町秋葉,,32.971717,131.580368
由布市,湯布院町川北,,33.267546,131.345058
国東市,国東町田深,,33.566195,131.732629
宮崎市,大字恒久,,31.887962,131.42065
都城市,大王町,,31.730545,131.06334
延岡市,出北六丁目,,32.57341,131.686488
日南市,大字東弁分乙,,31.62793,131.401415
小林市,大字細野,,31.992641,130.980402
日向市,永江町一丁目,,32.425415,131.638481
串間市,大字西方,,31.451782,131.211069
西都市,大字童子丸,,32.125941,131.392736
えびの市,大字杉水流,,32.049353,130.885107
鹿児島市,上谷口町,,31.589924,130.444408
鹿屋市,上野町,,31.3784,130.813625
枕崎市,塩屋南町,,31.262744,130.281112
阿久根市,西目,,31.985735,130.20261
